Refinamentos:,Mês/Ano fechamento:,2025/06
PK Dataset Chamados,Analista Responsável,Apontamentos - Tempo total em horas,Apontamentos - Tempo total em minutos,Categoria,Categoria (Ord.),Categoria 1,Categoria 2,Categoria 3,Centro de Custo do solicitante - código,Centro de Custo do solicitante - descrição,Centro de Custo do solicitante - qtd. Integrantes,Data criação,Data fechamento,Data/Hora criação,Data/Hora fechamento,Faixa de idade do chamado,Flag Atendeu SLA,Flag Em Aberto,Flag Indisponibilidade,Flag Retrabalho,Flag solicitante igual atendente,Grupo Solucionador,Hora abertura,Hora fechamento,Local usuário,Mês/Ano abertura,Mês/Ano fechamento,Núm. Requisição,Pesquisa de satisfação - comentário,Pesquisa de satisfação - nota,Pesquisa de satisfação - pergunta,Pesquisa de satisfação - resposta,PK Dataset Chamados,Prioridade,Semana abertura,Semana Ano abertura,Semana Ano fechamento,Semana fechamento,SLA Descrição,SLA Tempo hora,SLA Tipo,Solicitante (Usuário abertura),Status (código),Status (descrição),Sub-tipo da categoria,Tempo Aguard. Aprov. (Horas),Tempo Aguard. Atend. (Horas),Tempo Aguard. Fornec. (Horas),Tempo Aguard. Usuário (Horas),Tempo Em Atend. (Horas),Tempo Novo (Horas),Tempo para SLA (Horas),Tempo Pend. Cham. (Horas),Tempo Resolvido (Horas),Tempo Total menos Resolvido (Horas),Título requisição,Urgência,
167496,ivancardoso,,,SERVICO,2-SERVICO,SISTEMAS,EBS-Entrada de Notas (RI),Dúvida,040301,CONTROLADORIA,48,2025-06-05T13:03:15.000Z,2025-06-05T15:16:15.000Z,05/06/2025 10:03,05/06/2025 12:16,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,ERPN,10,12,LOCAL NAO INFORMADO,2025/06,2025/06,167496,,4,Como voce avalia o atendimento prestado?,Otimo,167496,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,5 - QUI,Horas Úteis,24.000000,1.000000,ricardomoliveira,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.950000,1.270000,2.220000,,27.080000,2.220000,Reversão - RI - NF cancelada,Baixa,
167497,alexandresilva,,,SERVICO,2-SERVICO,SISTEMAS,EBS-Manutenção (EAM),Solicitação de Serviço,020405,"MANUTENCAO DE SISTEMA DE TRANSMISSAO, AUTOMACAO E AUXILIARES",105,2025-06-05T13:07:31.000Z,2025-06-05T15:41:25.000Z,05/06/2025 10:07,05/06/2025 12:41,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,10,12,LOCAL NAO INFORMADO,2025/06,2025/06,167497,,,,,167497,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,5 - QUI,Horas Úteis,16.000000,1.000000,isabelevbraga,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,,2.100000,0.470000,2.570000,,0.150000,2.570000,Responsabilidades não aparecem,Baixa,
167498,mariap,0.000000,0.000000,SERVICO,2-SERVICO,INFRA,VPN,Segurança - Gestão de Acesso,020601,ADMINISTRATIVO,59,2025-06-05T13:22:55.000Z,2025-06-05T20:53:21.000Z,05/06/2025 10:22,05/06/2025 17:53,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,N1 ,10,17,LOCAL NAO INFORMADO,2025/06,2025/06,167498,,,,,167498,Normal,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,5 - QUI,Horas Úteis,80.000000,1.000000,barbarahmacedo,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,7.600000,7.520000,,27.010000,7.520000,Erro na VPN ,Baixa,
167500,joaoni,0.250000,15.000000,SERVICO,2-SERVICO,INFRA,IMPRESSORA,Solicitação de Serviço,020405,"MANUTENCAO DE SISTEMA DE TRANSMISSAO, AUTOMACAO E AUXILIARES",105,2025-06-05T13:36:06.000Z,2025-06-05T13:56:22.000Z,05/06/2025 10:36,05/06/2025 10:56,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,10,10,LOCAL NAO INFORMADO,2025/06,2025/06,167500,,,,,167500,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,5 - QUI,Horas Úteis,80.000000,1.000000,romariolemos,8,Encerrado pelo sistema,Formulario Solicitação - Infra - Solicitação Impressora,,,,,0.000000,0.340000,0.340000,,27.070000,0.340000,Cadastro do crachá,Baixa,
167501,luang,0.030000,2.000000,SERVICO,2-SERVICO,INFRA,MÁQUINAS E PERIFÉRICOS,Solicitação de Equipamento,N/D,NÃO DEFINIDO,403,2025-06-05T13:50:38.000Z,2025-06-05T13:55:22.000Z,05/06/2025 10:50,05/06/2025 10:55,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,N1 ,10,10,LOCAL NAO INFORMADO,2025/06,2025/06,167501,Resolvido com agilidade!,4,Como voce avalia o atendimento prestado?,Otimo,167501,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,5 - QUI,Horas Úteis,80.000000,1.000000,kimberlyr.elb,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,,0.040000,0.040000,0.080000,,4.520000,0.080000,Solicitação de espuma de fone,Baixa,
167502,carlosm,,,INCIDENTE,1-INCIDENTE,SISTEMAS,EBS-Contratações (PO),Erro de sistema,040501,CONTRATACOES,53,2025-06-05T14:05:22.000Z,2025-06-13T14:13:51.000Z,05/06/2025 11:05,13/06/2025 11:13,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,ERPN,11,11,SAO PAULO,2025/06,2025/06,167502,,,,,167502,Normal,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-09T03:00:00.000Z,6 - SEX,Horas Úteis,16.000000,1.000000,antoniovido,8,Encerrado pelo sistema,Formulario Incidente - Sistemas - Erro Sistemas,,,,,0.000000,55.070000,54.240000,,27.050000,54.240000,Sistema Oracle gerando PO de medição incorretamente,Baixa,
167503,luang,0.060000,4.000000,SERVICO,2-SERVICO,INFRA,REDE,Solicitação de Serviço,040701,GESTAO DE PESSOAS,20,2025-06-05T14:38:24.000Z,2025-06-11T17:20:32.000Z,05/06/2025 11:38,11/06/2025 14:20,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,11,14,LOCAL NAO INFORMADO,2025/06,2025/06,167503,,,,,167503,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-09T03:00:00.000Z,4 - QUA,Horas Úteis,80.000000,1.000000,mellissagcardoso,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,38.990000,0.040000,38.860000,,27.040000,38.860000,	Instalar SENIOR local,Baixa,
167504,davibdomingos,0.250000,15.000000,SERVICO,2-SERVICO,SISTEMAS,SoftExpert,Solicitação,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-06-05T14:38:59.000Z,2025-06-06T17:23:51.000Z,05/06/2025 11:38,06/06/2025 14:23,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,11,14,PORTO VELHO,2025/06,2025/06,167504,,,,,167504,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,6 - SEX,Horas Úteis,100.000000,1.000000,pedrocarvalho,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,8.790000,3.050000,11.750000,,27.020000,11.750000,Acesso a novo usuário,Baixa,
167505,franklinc,0.250000,15.000000,SERVICO,2-SERVICO,INFRA,SERVIDOR DE ARQUIVOS,Segurança - Gestão de Acesso,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-06-05T14:40:25.000Z,2025-06-09T13:05:45.000Z,05/06/2025 11:40,09/06/2025 10:05,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,INFRA,11,10,PORTO VELHO,2025/06,2025/06,167505,,,,,167505,Normal,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-09T03:00:00.000Z,2 - SEG,Horas Úteis,80.000000,1.000000,pedrocarvalho,8,Encerrado pelo sistema,Gestão de acesso,,,,,0.040000,16.750000,16.450000,,27.050000,16.450000,Acesso a novo usuário,Baixa,
167506,gabrieljaraujo,,,SERVICO,2-SERVICO,SEGURANÇA DA INFORMAÇÃO,FIREWALL NGF,Solicitação de Serviço,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-05T14:43:21.000Z,2025-06-05T20:17:46.000Z,05/06/2025 11:43,05/06/2025 17:17,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SEGURANÇA DA INFORMAÇÃO,11,17,LOCAL NAO INFORMADO,2025/06,2025/06,167506,,,,,167506,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,5 - QUI,Horas Úteis,40.000000,1.000000,gabrielsbrito,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,5.660000,5.580000,,27.020000,5.580000,Criação de VLAN da Eletrobras.,Baixa,
167507,mateush,1.000000,60.000000,SERVICO,2-SERVICO,INFRA,TELEFONIA FIXA,Solicitação,020405,"MANUTENCAO DE SISTEMA DE TRANSMISSAO, AUTOMACAO E AUXILIARES",105,2025-06-05T17:32:15.000Z,2025-06-06T19:16:36.000Z,05/06/2025 14:32,06/06/2025 16:16,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,14,16,LOCAL NAO INFORMADO,2025/06,2025/06,167507,,,,,167507,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,6 - SEX,Horas Úteis,80.000000,1.000000,luizcandido,8,Encerrado pelo sistema,Formulario Solicitação - Infra - Solicitação Padrão,,,,,0.000000,11.010000,10.840000,,27.040000,10.840000,Instalação ramal na ferramentaria do GG1,Baixa,
167508,joaoni,7.500000,450.000000,SERVICO,2-SERVICO,INFRA,SOFTWARES,Instalação / Remoção,020405,"MANUTENCAO DE SISTEMA DE TRANSMISSAO, AUTOMACAO E AUXILIARES",105,2025-06-05T18:06:49.000Z,2025-06-12T20:21:48.000Z,05/06/2025 15:06,12/06/2025 17:21,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,15,17,LOCAL NAO INFORMADO,2025/06,2025/06,167508,,,,,167508,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-09T03:00:00.000Z,5 - QUI,Horas Úteis,80.000000,1.000000,andresilva,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,27.460000,20.380000,47.340000,,27.010000,47.340000,onedrive ,Baixa,
167509,davibdomingos,,,SERVICO,2-SERVICO,SISTEMAS,EBS-Engenharia (EAM),Segurança - Gestão de Acesso,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-06-05T18:15:34.000Z,2025-06-09T20:07:09.000Z,05/06/2025 15:15,09/06/2025 17:07,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-PVH,15,17,PORTO VELHO,2025/06,2025/06,167509,,,,,167509,Normal,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-09T03:00:00.000Z,2 - SEG,Horas Úteis,8.000000,1.000000,lbiazetti,8,Encerrado pelo sistema,Gestão de acesso,,,,,16.870000,3.360000,19.990000,,27.020000,19.990000,liberação de acesso ao usuário,Baixa,
167510,luang,0.030000,2.000000,SERVICO,2-SERVICO,INFRA,SOFTWARES,Instalação / Remoção,040301,CONTROLADORIA,48,2025-06-05T18:26:33.000Z,2025-06-05T18:32:29.000Z,05/06/2025 15:26,05/06/2025 15:32,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,15,15,LOCAL NAO INFORMADO,2025/06,2025/06,167510,Atendimento super rápido e efeciente.,4,Como voce avalia o atendimento prestado?,Otimo,167510,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,5 - QUI,Horas Úteis,80.000000,1.000000,isabelarsilva,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,,0.030000,0.070000,0.100000,,0.060000,0.100000,Autenticação Zscaller,Baixa,
167511,luang,0.030000,2.000000,SERVICO,2-SERVICO,INFRA,IMPRESSORA,Solicitação de Serviço,040703,ADMINISTRATIVO SP,10,2025-06-05T18:42:48.000Z,2025-06-05T18:44:56.000Z,05/06/2025 15:42,05/06/2025 15:44,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,15,15,LOCAL NAO INFORMADO,2025/06,2025/06,167511,Conseguiu solucionar o problema em questão de forma super rápida!,4,Como voce avalia o atendimento prestado?,Otimo,167511,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,5 - QUI,Horas Úteis,80.000000,1.000000,jamilyferreira,9,Encerrado pelo usuario,Formulario Solicitação - Infra - Solicitação Impressora,,,,,0.030000,0.010000,0.040000,,0.040000,0.040000,Solicitação de scanner para arquivos com mais de 5MB,Baixa,
167513,mateush,0.250000,15.000000,INCIDENTE,1-INCIDENTE,INFRA,MÁQUINAS E PERIFÉRICOS,Erro ou Defeito,030201,SUSTENTABILIDADE,42,2025-06-05T19:03:39.000Z,2025-06-05T19:08:38.000Z,05/06/2025 16:03,05/06/2025 16:08,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,16,16,PORTO VELHO,2025/06,2025/06,167513,,4,Como voce avalia o atendimento prestado?,Otimo,167513,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,5 - QUI,Horas Úteis,16.000000,1.000000,jacirduzanowski,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,0.000000,0.080000,0.080000,,27.080000,0.080000,ASSINATURA DE E-MAIL,Baixa,
167514,guilhermepa,1.000000,60.000000,SERVICO,2-SERVICO,INFRA,MÁQUINAS E PERIFÉRICOS,Solicitação de Equipamento,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-06-05T19:26:59.000Z,2025-06-06T19:51:17.000Z,05/06/2025 16:26,06/06/2025 16:51,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,16,16,PORTO VELHO,2025/06,2025/06,167514,,,,,167514,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,6 - SEX,Horas Úteis,80.000000,1.000000,lbiazetti,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,8.660000,1.010000,9.510000,,27.040000,9.510000,Solicitação de Novo Equipamento para novo Estagiário,Baixa,
167515,davibdomingos,0.500000,30.000000,SERVICO,2-SERVICO,SISTEMAS,Portal Suporte TI (SysAid),Dúvida,020402,OPERACAO,177,2025-06-05T19:37:27.000Z,2025-06-09T14:46:58.000Z,05/06/2025 16:37,09/06/2025 11:46,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,16,11,LOCAL NAO INFORMADO,2025/06,2025/06,167515,,3,Como voce avalia o atendimento prestado?,Bom,167515,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-09T03:00:00.000Z,2 - SEG,Horas Úteis,16.000000,1.000000,alamrsilva,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,3.730000,,4.390000,3.460000,1.850000,8.870000,,1.020000,13.260000,Acesso ao site de aberto de chamados,Baixa,
167516,mateush,0.250000,15.000000,INCIDENTE,1-INCIDENTE,INFRA,MÁQUINAS E PERIFÉRICOS,Erro ou Defeito,030201,SUSTENTABILIDADE,42,2025-06-05T19:54:46.000Z,2025-06-06T20:41:18.000Z,05/06/2025 16:54,06/06/2025 17:41,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,16,17,LOCAL NAO INFORMADO,2025/06,2025/06,167516,,,,,167516,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,6 - SEX,Horas Úteis,16.000000,1.000000,karinesantos,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,0.000000,10.040000,9.790000,,27.040000,9.790000,Download de link externo,Baixa,
167519,none,,,SERVICO,2-SERVICO,SISTEMAS,SoftExpert,Solicitação,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-05T20:21:29.000Z,2025-06-06T11:21:28.000Z,05/06/2025 17:21,06/06/2025 08:21,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,EBSDBA,17,08,LOCAL NAO INFORMADO,2025/06,2025/06,167519,,,,,167519,Baixa,5 - QUI,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,6 - SEX,Horas Úteis,100.000000,1.000000,davibdomingos,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,0.640000,0.640000,,,0.640000,Acesso servidor SoftExpert,Baixa,
167520,luang,0.030000,2.000000,INCIDENTE,1-INCIDENTE,INFRA,IMPRESSORA,Erro ou Defeito,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-06T10:02:00.000Z,2025-06-06T11:15:50.000Z,06/06/2025 07:02,06/06/2025 08:15,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,07,08,LOCAL NAO INFORMADO,2025/06,2025/06,167520,,,,,167520,Baixa,6 - SEX,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,6 - SEX,Horas Úteis,16.000000,1.000000,jorgepereira,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,0.000000,0.000000,0.000000,,27.060000,0.000000,Task: Verificar Status das impressoras SPO,Baixa,
167521,davibdomingos,0.250000,15.000000,SERVICO,2-SERVICO,SISTEMAS,SoftExpert,Solicitação,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-06-06T11:58:36.000Z,2025-06-06T17:42:29.000Z,06/06/2025 08:58,06/06/2025 14:42,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,SISTEMAS-SAE-SPO,08,14,LOCAL NAO INFORMADO,2025/06,2025/06,167521,,,,,167521,Baixa,6 - SEX,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,6 - SEX,Horas Úteis,100.000000,1.000000,thamyresmbento,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,,5.180000,0.530000,5.710000,,4.130000,5.710000,acesso a ferramentas,Baixa,
167522,joaoni,0.000000,0.000000,SERVICO,2-SERVICO,INFRA,SOFTWARES,Instalação / Remoção,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-06-06T12:02:25.000Z,2025-06-09T12:38:43.000Z,06/06/2025 09:02,09/06/2025 09:38,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,09,09,LOCAL NAO INFORMADO,2025/06,2025/06,167522,,,,,167522,Baixa,6 - SEX,2025-06-02T03:00:00.000Z,2025-06-09T03:00:00.000Z,2 - SEG,Horas Úteis,80.000000,1.000000,thamyresmbento,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,,8.880000,0.990000,9.710000,,0.010000,9.710000,Instalação do Elipse,Baixa,
167523,gabrielsbrito,0.250000,15.000000,SERVICO,2-SERVICO,INFRA,ACTIVE DIRECTORY (AD),Criação / Alteração / Desativação de Usuário,040801,TECNOLOGIA DE INFORMACAO,37,2025-06-06T12:05:53.000Z,2025-06-06T13:33:59.000Z,06/06/2025 09:05,06/06/2025 10:33,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,INFRA,09,10,LOCAL NAO INFORMADO,2025/06,2025/06,167523,,,,,167523,Baixa,6 - SEX,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,6 - SEX,Horas Úteis,80.000000,1.000000,celiapoliakovas,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,1.470000,1.470000,,27.080000,1.470000,Atestação de terceiros - Maio,Baixa,
167524,joaoni,0.000000,0.000000,SERVICO,2-SERVICO,INFRA,SOFTWARES,Instalação / Remoção,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-06-06T12:16:02.000Z,2025-06-09T12:37:00.000Z,06/06/2025 09:16,09/06/2025 09:37,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,09,09,LOCAL NAO INFORMADO,2025/06,2025/06,167524,,,,,167524,Baixa,6 - SEX,2025-06-02T03:00:00.000Z,2025-06-09T03:00:00.000Z,2 - SEG,Horas Úteis,80.000000,1.000000,thamyresmbento,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,,8.760000,0.780000,9.450000,,0.030000,9.450000,Instalação do JAVA,Baixa,
167525,silass,0.000000,0.000000,SERVICO,2-SERVICO,INFRA,E-MAIL,Outros,020401,"ENGENHARIA, PLANEJ. E CONTROLE ESTATÍSTICO",68,2025-06-06T12:25:41.000Z,2025-06-11T12:47:39.000Z,06/06/2025 09:25,11/06/2025 09:47,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,INFRA,09,09,LOCAL NAO INFORMADO,2025/06,2025/06,167525,,3,Como voce avalia o atendimento prestado?,Bom,167525,Normal,6 - SEX,2025-06-02T03:00:00.000Z,2025-06-09T03:00:00.000Z,4 - QUA,Horas Úteis,80.000000,1.000000,thamyresmbento,8,Encerrado pelo sistema,Formulario Solicitação - Padrão,,,,,0.000000,27.920000,27.500000,,27.010000,27.500000,Remoção e inclusão de usuários ¿ SAE-ENGENHARIA,Baixa,
167526,guilhermepa,1.000000,60.000000,SERVICO,2-SERVICO,INFRA,MÁQUINAS E PERIFÉRICOS,Lentidão,020403,MANUTENCAO DE UNIDADES GERADORAS,191,2025-06-06T12:32:17.000Z,2025-06-17T15:45:49.000Z,06/06/2025 09:32,17/06/2025 12:45,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,09,12,PORTO VELHO,2025/06,2025/06,167526,,,,,167526,Baixa,6 - SEX,2025-06-02T03:00:00.000Z,2025-06-16T03:00:00.000Z,3 - TER,Horas Úteis,16.000000,1.000000,raimissonsantos,7,Resolvido,Formulario Solicitação - Padrão,,,,41.780000,0.000000,0.610000,24.720000,,23.280000,66.500000,COMPUTADOR LENTO SALA TÉCNICO GG1 GALERIA GIS,Baixa,
167527,guilhermepa,,,SERVICO,2-SERVICO,INFRA,IMPRESSORA,Solicitação de Serviço,040502,ALMOXARIFADO,28,2025-06-06T12:34:09.000Z,2025-06-06T20:54:30.000Z,06/06/2025 09:34,06/06/2025 17:54,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,09,17,PORTO VELHO,2025/06,2025/06,167527,,,,,167527,Baixa,6 - SEX,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,6 - SEX,Horas Úteis,80.000000,1.000000,silasmartins,8,Encerrado pelo sistema,Formulario Solicitação - Infra - Solicitação Impressora,,,,,0.000000,8.600000,8.350000,,27.070000,8.350000,INTALAÇÃO DOS DRIVERS NO NOTEBOOK PATR. 1814 E 1758.,Baixa,
167528,joaoni,0.750000,45.000000,SERVICO,2-SERVICO,INFRA,E-MAIL,Erro ou Defeito,020402,OPERACAO,177,2025-06-06T12:54:12.000Z,2025-06-06T13:30:49.000Z,06/06/2025 09:54,06/06/2025 10:30,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,09,10,LOCAL NAO INFORMADO,2025/06,2025/06,167528,"Obrigado João Paulo | Service Desk, pelo seu pronto atendimento com excelência.",4,Como voce avalia o atendimento prestado?,Otimo,167528,Normal,6 - SEX,2025-06-02T03:00:00.000Z,2025-06-02T03:00:00.000Z,6 - SEX,Horas Úteis,16.000000,1.000000,paulobatista,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,,,,0.000000,0.610000,0.610000,,0.020000,0.610000,Erro no Outlook,Baixa,
167529,franklinc,0.250000,15.000000,INCIDENTE,1-INCIDENTE,INFRA,REDE,Erro ou Defeito,020402,OPERACAO,177,2025-06-06T12:57:13.000Z,2025-06-10T13:25:06.000Z,06/06/2025 09:57,10/06/2025 10:25,1-15 dias,NAO ATENDEU,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,INFRA,09,10,PORTO VELHO,2025/06,2025/06,167529,,,,,167529,Baixa,6 - SEX,2025-06-02T03:00:00.000Z,2025-06-09T03:00:00.000Z,3 - TER,Horas Úteis,16.000000,1.000000,andreia.muller,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,16.680000,2.070000,18.590000,,27.050000,18.590000,Planilha corrompida na rede GO,Baixa,
167530,mariap,0.000000,0.000000,INCIDENTE,1-INCIDENTE,INFRA,REDE,Erro ou Defeito,020402,OPERACAO,177,2025-06-06T13:01:59.000Z,2025-06-09T12:50:57.000Z,06/06/2025 10:01,09/06/2025 09:50,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,N1 ,10,09,LOCAL NAO INFORMADO,2025/06,2025/06,167530,,,,,167530,Baixa,6 - SEX,2025-06-02T03:00:00.000Z,2025-06-09T03:00:00.000Z,2 - SEG,Horas Úteis,16.000000,1.000000,carolinasanto,8,Encerrado pelo sistema,Formulario Incidente - Padrão,,,,,8.820000,0.190000,8.920000,,27.050000,8.920000,Lentidão e falhas ao salvar e calcular,Baixa,
167531,joaoni,0.500000,30.000000,SERVICO,2-SERVICO,INFRA,SOFTWARES,Instalação / Remoção,020402,OPERACAO,177,2025-06-06T13:02:08.000Z,2025-06-16T18:33:28.000Z,06/06/2025 10:02,16/06/2025 15:33,1-15 dias,ATENDEU O SLA,FECHADO,NAO SE APLICA,NAO SE APLICA,NÃO,FIELD,10,15,LOCAL NAO INFORMADO,2025/06,2025/06,167531,,4,Como voce avalia o atendimento prestado?,Otimo,167531,Baixa,6 - SEX,2025-06-02T03:00:00.000Z,2025-06-16T03:00:00.000Z,2 - SEG,Horas Úteis,80.000000,1.000000,paulobatista,9,Encerrado pelo usuario,Formulario Solicitação - Padrão,,60.760000,,0.340000,0.000000,0.240000,59.450000,,0.040000,59.790000,Arquivo do Excel não Abre,Baixa,
